fitness_avg,fitness_std,fitness_min,fitness_max,fitness_gen,fitness_nevals,size_avg,size_std,size_min,size_max,size_gen,size_nevals,complexity_avg,complexity_std,complexity_min,complexity_max,complexity_gen,complexity_nevals,gen,nevals
-36.12760102974845,92.8561686563206,-850.4584006672957,98.15501540011772,0.0,500.0,1.0,0.0,1.0,1.0,0.0,500.0,16.16,18.958227765273843,3.0,130.0,0.0,500.0,0.0,500.0
-384.41684408267093,3243.3102506742575,-37456.85157667447,98.20779329590994,1.0,500.0,1.0,0.0,1.0,1.0,1.0,500.0,16.788,21.682044553039734,1.0,130.0,1.0,500.0,1.0,500.0
10.245849096943635,34.41539542922429,-47.6314433846369,98.28113069205318,2.0,500.0,1.0,0.0,1.0,1.0,2.0,500.0,14.024,18.292715052719757,1.0,90.0,2.0,500.0,2.0,500.0
25.881053627106244,42.32585812413024,-43.919245572947695,99.10502202148726,3.0,500.0,1.0,0.0,1.0,1.0,3.0,500.0,8.112,11.398397080291598,1.0,86.0,3.0,500.0,3.0,500.0
33.07220556358003,45.14032228472948,-0.0016791405913088792,99.22445961989364,4.0,500.0,1.0,0.0,1.0,1.0,4.0,500.0,6.912,11.14128610170298,1.0,86.0,4.0,500.0,4.0,500.0
31.427804268529712,45.401363231045686,-0.0007032461050624447,98.39433586576476,5.0,500.0,1.0,0.0,1.0,1.0,5.0,500.0,5.212,7.513125581274412,1.0,86.0,5.0,500.0,5.0,500.0
32.42780426852971,45.401363231045686,-0.0007032461050624447,97.68803059064082,5.0,500.0,1.0,0.0,1.0,1.0,5.0,500.0,5.212,7.513125581274412,1.0,86.0,5.0,500.0,5.0,500.0
