fitness_avg,fitness_std,fitness_min,fitness_max,fitness_iteration,fitness_containerSize,fitness_evals,fitness_nbUpdated,fitness_elapsed,size_avg,size_std,size_min,size_max,size_iteration,size_containerSize,size_evals,size_nbUpdated,size_elapsed,complexity_avg,complexity_std,complexity_min,complexity_max,complexity_iteration,complexity_containerSize,complexity_evals,complexity_nbUpdated,complexity_elapsed,iteration,containerSize,evals,nbUpdated,elapsed
-122599.48574199392,207938.3181459091,-500000.0,97.55896206948425,0,110/16000,500,180,3.215495384298265,1.0,0.0,1,1,0,110/16000,500,180,3.215495384298265,43.5,29.12317103114101,3,121,0,110/16000,500,180,3.215495384298265,0,110/16000,500,180,3.215495384298265
-157998.41723849042,223782.3948130201,-500000.0,98.31233081292002,1,196/16000,285,258,1.8336135195568204,1.0,0.0,1,1,1,196/16000,285,258,1.8336135195568204,48.607142857142854,28.85402652904401,1,127,1,196/16000,285,258,1.8336135195568204,1,196/16000,285,258,1.8336135195568204
-149811.93155378825,221167.6637582617,-500000.0,98.31233081292002,2,234/16000,285,286,1.8599042929708958,1.0,0.0,1,1,2,234/16000,285,286,1.8599042929708958,48.62820512820513,28.071844172408298,1,132,2,234/16000,285,286,1.8599042929708958,2,234/16000,285,286,1.8599042929708958
-168444.62554422749,229184.78284603692,-500000.0,98.31233081292002,3,322/16000,278,363,1.863184055313468,1.0,0.0,1,1,3,322/16000,278,363,1.863184055313468,49.409937888198755,27.889193358849987,1,132,3,322/16000,278,363,1.863184055313468,3,322/16000,278,363,1.863184055313468
-161162.81846262948,225601.71451116112,-500000.0,98.31233081292002,4,396/16000,285,458,1.8943815352395177,1.0,0.0,1,1,4,396/16000,285,458,1.8943815352395177,51.30555555555556,28.156580038044975,1,132,4,396/16000,285,458,1.8943815352395177,4,396/16000,285,458,1.8943815352395177
-143934.65997573515,217424.81164731662,-500000.0,98.31233081292002,5,464/16000,289,540,1.9388506580144167,1.0,0.0,1,1,5,464/16000,289,540,1.9388506580144167,51.5301724137931,28.20176602390044,1,132,5,464/16000,289,540,1.9388506580144167,5,464/16000,289,540,1.9388506580144167
-126036.53889172648,210036.72993360652,-500000.0,98.50177162590514,6,518/16000,285,614,2.136114506982267,1.0,0.0,1,1,6,518/16000,285,614,2.136114506982267,52.13513513513514,27.823510951374832,1,132,6,518/16000,285,614,2.136114506982267,6,518/16000,285,614,2.136114506982267
-112201.0810653188,202033.4207414104,-500000.0,98.50177162590514,7,566/16000,287,643,2.063249856233597,1.0,0.0,1,1,7,566/16000,287,643,2.063249856233597,52.79505300353357,27.644392083924906,1,132,7,566/16000,287,643,2.063249856233597,7,566/16000,287,643,2.063249856233597
-104599.0312006134,196965.22234037388,-500000.0,98.50177162590514,8,614/16000,288,687,2.0747373374179006,1.0,0.0,1,1,8,614/16000,288,687,2.0747373374179006,52.817589576547235,27.612475642867835,1,132,8,614/16000,288,687,2.0747373374179006,8,614/16000,288,687,2.0747373374179006
-98786.39689874744,193070.85599655804,-500000.0,98.51744088211164,9,649/16000,283,716,2.109382627531886,1.0,0.0,1,1,9,649/16000,283,716,2.109382627531886,52.88135593220339,27.616230472796698,1,132,9,649/16000,283,716,2.109382627531886,9,649/16000,283,716,2.109382627531886
