fitness_avg,fitness_std,fitness_min,fitness_max,fitness_iteration,fitness_containerSize,fitness_evals,fitness_nbUpdated,fitness_elapsed,size_avg,size_std,size_min,size_max,size_iteration,size_containerSize,size_evals,size_nbUpdated,size_elapsed,complexity_avg,complexity_std,complexity_min,complexity_max,complexity_iteration,complexity_containerSize,complexity_evals,complexity_nbUpdated,complexity_elapsed,iteration,containerSize,evals,nbUpdated,elapsed
-658.9805005856855,385.24637320992844,-1862.4306881347327,-168.21106263964836,25,667/3750,286,124,1.7663580905646086,1.0,0.0,1,1,25,667/3750,286,124,1.7663580905646086,51.27286356821589,29.628948191935482,1,127,25,667/3750,286,124,1.7663580905646086,25,667/3750,286,124,1.7663580905646086
-640.6761668662493,389.14335020910363,-1867.0205930835846,-87.95713684681256,26,667/3750,289,131,1.7140986574813724,1.0,0.0,1,1,26,667/3750,289,131,1.7140986574813724,51.4287856071964,29.76533324931524,1,127,26,667/3750,289,131,1.7140986574813724,26,667/3750,289,131,1.7140986574813724
-634.1572653428809,393.198834960454,-1867.0205930835846,-87.95713684681256,27,668/3750,289,124,1.7104036249220371,1.0,0.0,1,1,27,668/3750,289,124,1.7104036249220371,51.65868263473054,29.998856755679576,1,129,27,668/3750,289,124,1.7104036249220371,27,668/3750,289,124,1.7104036249220371
-622.60879388153,393.32547229178573,-1867.0205930835846,-87.95713684681256,28,672/3750,281,132,1.7006050208583474,1.0,0.0,1,1,28,672/3750,281,132,1.7006050208583474,51.648809523809526,29.840875585773674,1,129,28,672/3750,281,132,1.7006050208583474,28,672/3750,281,132,1.7006050208583474
-622.1752984944902,403.792417295084,-1867.0205930835846,-86.69037390234655,29,672/3750,286,128,1.8112139953300357,1.0,0.0,1,1,29,672/3750,286,128,1.8112139953300357,51.63988095238095,29.80803790582922,1,129,29,672/3750,286,128,1.8112139953300357,29,672/3750,286,128,1.8112139953300357
-615.587848251586,406.23792046683946,-1867.0205930835846,-86.69037390234655,30,679/3750,286,100,1.7295526238158345,1.0,0.0,1,1,30,679/3750,286,100,1.7295526238158345,51.74226804123711,30.072565573258018,1,141,30,679/3750,286,100,1.7295526238158345,30,679/3750,286,100,1.7295526238158345
-608.1506899540743,407.3539693868414,-1867.0205930835846,-86.69037390234655,31,680/3750,283,126,1.754543119110167,1.0,0.0,1,1,31,680/3750,283,126,1.754543119110167,51.7,29.85609603729589,1,141,31,680/3750,283,126,1.754543119110167,31,680/3750,283,126,1.754543119110167
-598.6329821463871,408.3041886397779,-1867.0205930835846,-86.69037390234655,32,688/3750,286,107,1.9875214928761125,1.0,0.0,1,1,32,688/3750,286,107,1.9875214928761125,51.917151162790695,29.665682683758163,1,134,32,688/3750,286,107,1.9875214928761125,32,688/3750,286,107,1.9875214928761125
-589.3015459366917,407.3084090419096,-1867.0205930835846,-86.69037390234655,33,690/3750,283,119,1.8451912170276046,1.0,0.0,1,1,33,690/3750,283,119,1.8451912170276046,52.0,29.693506829374112,1,134,33,690/3750,283,119,1.8451912170276046,33,690/3750,283,119,1.8451912170276046
-582.906466451951,406.9238391456432,-1867.0205930835846,-86.69037390234655,34,687/3750,276,105,1.826793771237135,1.0,0.0,1,1,34,687/3750,276,105,1.826793771237135,52.0684133915575,29.855493414149503,1,134,34,687/3750,276,105,1.826793771237135,34,687/3750,276,105,1.826793771237135
-577.5268413481613,408.80202331332254,-1867.0205930835846,-43.882439547412446,35,697/3750,284,114,1.8900696523487568,1.0,0.0,1,1,35,697/3750,284,114,1.8900696523487568,52.14203730272597,29.883584220980577,1,134,35,697/3750,284,114,1.8900696523487568,35,697/3750,284,114,1.8900696523487568
-571.2469058675107,412.5309880806564,-1867.0205930835846,-43.882439547412446,36,696/3750,284,104,1.8984672501683235,1.0,0.0,1,1,36,696/3750,284,104,1.8984672501683235,52.0948275862069,29.781718853078925,1,134,36,696/3750,284,104,1.8984672501683235,36,696/3750,284,104,1.8984672501683235
-562.8293211146091,414.1998633539972,-1867.0205930835846,-43.882439547412446,37,700/3750,287,104,1.8740743231028318,1.0,0.0,1,1,37,700/3750,287,104,1.8740743231028318,52.30285714285714,29.887928625969053,1,149,37,700/3750,287,104,1.8740743231028318,37,700/3750,287,104,1.8740743231028318
-564.5393431630317,421.8394261279447,-1867.0205930835846,-42.751539631519904,38,698/3750,280,111,1.8512269649654627,1.0,0.0,1,1,38,698/3750,280,111,1.8512269649654627,52.14040114613181,29.8706437686134,1,149,38,698/3750,280,111,1.8512269649654627,38,698/3750,280,111,1.8512269649654627
-559.162783876634,425.2546489316506,-1878.11811756077,-42.751539631519904,39,702/3750,283,101,1.9381756829097867,1.0,0.0,1,1,39,702/3750,283,101,1.9381756829097867,52.46866096866097,30.126674878463373,1,149,39,702/3750,283,101,1.9381756829097867,39,702/3750,283,101,1.9381756829097867
-556.0619336856442,423.46615024830663,-1867.0205930835846,-42.67001830671385,40,708/3750,284,98,2.102836774662137,1.0,0.0,1,1,40,708/3750,284,98,2.102836774662137,52.53813559322034,30.183290601792176,1,149,40,708/3750,284,98,2.102836774662137,40,708/3750,284,98,2.102836774662137
-555.7365134437547,430.1104239783136,-1867.0205930835846,-42.67001830671385,41,706/3750,288,91,1.9601104017347097,1.0,0.0,1,1,41,706/3750,288,91,1.9601104017347097,52.72237960339943,30.283307849058207,1,149,41,706/3750,288,91,1.9601104017347097,41,706/3750,288,91,1.9601104017347097
-548.6882434819948,430.23575199274416,-1908.214395054223,-42.67001830671385,42,712/3750,286,112,1.8980715768411756,1.0,0.0,1,1,42,712/3750,286,112,1.8980715768411756,52.6502808988764,30.162851993313463,1,149,42,712/3750,286,112,1.8980715768411756,42,712/3750,286,112,1.8980715768411756
-546.1866195005641,433.4275842315302,-1867.0205930835846,-42.67001830671385,43,711/3750,281,102,1.9412594065070152,1.0,0.0,1,1,43,711/3750,281,102,1.9412594065070152,52.47398030942335,30.213615205589925,1,149,43,711/3750,281,102,1.9412594065070152,43,711/3750,281,102,1.9412594065070152
-539.040361494514,434.35092703622473,-1867.0205930835846,-2.386317980410993,44,712/3750,288,104,1.98680086620152,1.0,0.0,1,1,44,712/3750,288,104,1.98680086620152,52.42134831460674,30.12692241769516,1,149,44,712/3750,288,104,1.98680086620152,44,712/3750,288,104,1.98680086620152
-531.2625680751232,437.2529663195958,-1867.0205930835846,-2.386317980410993,45,714/3750,292,105,1.9601309420540929,1.0,0.0,1,1,45,714/3750,292,105,1.9601309420540929,52.51820728291317,30.15701820349985,1,149,45,714/3750,292,105,1.9601309420540929,45,714/3750,292,105,1.9601309420540929
-530.5030081843078,442.2655753352007,-1867.0205930835846,-2.386317980410993,46,712/3750,280,128,2.006222629919648,1.0,0.0,1,1,46,712/3750,280,128,2.006222629919648,52.60112359550562,30.171576751660712,1,149,46,712/3750,280,128,2.006222629919648,46,712/3750,280,128,2.006222629919648
-523.063859820876,438.0396437660502,-1867.0205930835846,-2.386317980410993,47,713/3750,284,111,1.997166221961379,1.0,0.0,1,1,47,713/3750,284,111,1.997166221961379,52.608695652173914,30.131870666380458,1,149,47,713/3750,284,111,1.997166221961379,47,713/3750,284,111,1.997166221961379
-517.7028694758657,442.8786778446282,-1867.0205930835846,-2.386317980410993,48,709/3750,286,107,2.0013977866619825,1.0,0.0,1,1,48,709/3750,286,107,2.0013977866619825,52.39633286318759,29.975345545495443,1,149,48,709/3750,286,107,2.0013977866619825,48,709/3750,286,107,2.0013977866619825
-515.3920268263435,447.8357635697892,-1867.0205930835846,-2.386317980410993,49,717/3750,281,121,2.0465524792671204,1.0,0.0,1,1,49,717/3750,281,121,2.0465524792671204,52.81729428172943,30.147454114912396,1,149,49,717/3750,281,121,2.0465524792671204,49,717/3750,281,121,2.0465524792671204
-511.64869769550336,449.5001635344813,-1890.2998501002949,-2.386317980410993,50,716/3750,284,99,1.9885492539033294,1.0,0.0,1,1,50,716/3750,284,99,1.9885492539033294,52.607541899441344,30.16400050324851,1,149,50,716/3750,284,99,1.9885492539033294,50,716/3750,284,99,1.9885492539033294
-509.68202269767414,450.6960604893649,-1867.0205930835846,-2.386317980410993,51,723/3750,287,108,2.077769488096237,1.0,0.0,1,1,51,723/3750,287,108,2.077769488096237,52.66251728907331,30.28215982425563,1,149,51,723/3750,287,108,2.077769488096237,51,723/3750,287,108,2.077769488096237
-503.2880327833903,453.5496597713675,-1867.0205930835846,-2.386317980410993,52,723/3750,283,102,1.993403296917677,1.0,0.0,1,1,52,723/3750,283,102,1.993403296917677,52.65283540802213,30.40086857442416,1,149,52,723/3750,283,102,1.993403296917677,52,723/3750,283,102,1.993403296917677
-496.3331352121255,451.1477984552083,-1867.0205930835846,-2.386317980410993,53,724/3750,290,91,2.0813454631716013,1.0,0.0,1,1,53,724/3750,290,91,2.0813454631716013,52.896408839779006,30.60524886064154,1,170,53,724/3750,290,91,2.0813454631716013,53,724/3750,290,91,2.0813454631716013
-490.2291546828052,453.8382969538701,-1867.0205930835846,-2.386317980410993,54,724/3750,286,75,2.0570528535172343,1.0,0.0,1,1,54,724/3750,286,75,2.0570528535172343,52.629834254143645,30.4730837572141,1,170,54,724/3750,286,75,2.0570528535172343,54,724/3750,286,75,2.0570528535172343
-492.8222061185543,457.5465018940005,-1867.0205930835846,-2.386317980410993,55,724/3750,280,90,1.9150144262239337,1.0,0.0,1,1,55,724/3750,280,90,1.9150144262239337,52.918508287292816,30.728812760768932,1,170,55,724/3750,280,90,1.9150144262239337,55,724/3750,280,90,1.9150144262239337
-483.871827081053,455.0031046544684,-1867.0205930835846,-2.386317980410993,56,724/3750,290,81,2.1134909726679325,1.0,0.0,1,1,56,724/3750,290,81,2.1134909726679325,52.8853591160221,30.655938759474108,1,170,56,724/3750,290,81,2.1134909726679325,56,724/3750,290,81,2.1134909726679325
-480.55385238939914,457.8972616682747,-1867.0205930835846,-1.491970365528166,57,723/3750,291,85,2.066183928400278,1.0,0.0,1,1,57,723/3750,291,85,2.066183928400278,52.80774550484094,30.61215636062356,1,170,57,723/3750,291,85,2.066183928400278,57,723/3750,291,85,2.066183928400278
-479.78182008784006,457.9564417704029,-1867.0205930835846,-1.491970365528166,58,718/3750,283,97,2.0524499183520675,1.0,0.0,1,1,58,718/3750,283,97,2.0524499183520675,52.513927576601674,30.309622306312246,1,170,58,718/3750,283,97,2.0524499183520675,58,718/3750,283,97,2.0524499183520675
-475.1915880370642,456.40979610805476,-1867.0205930835846,-1.491970365528166,59,720/3750,286,89,2.148688603192568,1.0,0.0,1,1,59,720/3750,286,89,2.148688603192568,52.72361111111111,30.395677658068585,1,170,59,720/3750,286,89,2.148688603192568,59,720/3750,286,89,2.148688603192568
-470.9665932151347,456.93260711968173,-1867.0205930835846,-1.491970365528166,60,716/3750,283,79,2.0357083324342966,1.0,0.0,1,1,60,716/3750,283,79,2.0357083324342966,52.65502793296089,30.490675190991944,1,170,60,716/3750,283,79,2.0357083324342966,60,716/3750,283,79,2.0357083324342966
-476.638249667589,460.97664758915334,-1867.0205930835846,-1.491970365528166,61,721/3750,279,95,1.9626085590571165,1.0,0.0,1,1,61,721/3750,279,95,1.9626085590571165,52.74341192787795,30.48547393353707,1,170,61,721/3750,279,95,1.9626085590571165,61,721/3750,279,95,1.9626085590571165
-465.66506040465254,457.46014956224553,-1867.0205930835846,-1.491970365528166,62,725/3750,277,108,2.105293489061296,1.0,0.0,1,1,62,725/3750,277,108,2.105293489061296,52.52275862068966,30.159549856760556,1,170,62,725/3750,277,108,2.105293489061296,62,725/3750,277,108,2.105293489061296
-464.08073526456207,459.7522841347387,-1867.0205930835846,-1.491970365528166,63,721/3750,288,70,2.0275522898882627,1.0,0.0,1,1,63,721/3750,288,70,2.0275522898882627,52.704576976421635,30.414658003869466,1,170,63,721/3750,288,70,2.0275522898882627,63,721/3750,288,70,2.0275522898882627
-461.5865618033399,458.983545898263,-1867.0205930835846,-1.491970365528166,64,726/3750,279,102,1.9840580578893423,1.0,0.0,1,1,64,726/3750,279,102,1.9840580578893423,52.86914600550964,30.477977617558032,1,170,64,726/3750,279,102,1.9840580578893423,64,726/3750,279,102,1.9840580578893423
-466.96100539046876,465.15338858091053,-1867.0205930835846,-1.491970365528166,65,725/3750,284,82,2.0573977530002594,1.0,0.0,1,1,65,725/3750,284,82,2.0573977530002594,52.900689655172414,30.41349178050749,1,170,65,725/3750,284,82,2.0573977530002594,65,725/3750,284,82,2.0573977530002594
-459.22129867909973,460.55692610542127,-1867.0205930835846,-1.491970365528166,66,721/3750,285,78,2.072060373611748,1.0,0.0,1,1,66,721/3750,285,78,2.072060373611748,53.0499306518724,30.48007471970677,1,170,66,721/3750,285,78,2.072060373611748,66,721/3750,285,78,2.072060373611748
-454.01841582584126,460.0859817967554,-1867.0205930835846,-1.491970365528166,67,721/3750,291,91,2.162042211741209,1.0,0.0,1,1,67,721/3750,291,91,2.162042211741209,52.750346740638,30.51065756848229,1,170,67,721/3750,291,91,2.162042211741209,67,721/3750,291,91,2.162042211741209
-449.10959645343615,457.5927233321444,-1867.0205930835846,-1.491970365528166,68,726/3750,291,81,2.0443391259759665,1.0,0.0,1,1,68,726/3750,291,81,2.0443391259759665,52.96831955922865,30.579127168515456,1,170,68,726/3750,291,81,2.0443391259759665,68,726/3750,291,81,2.0443391259759665
-447.458449952104,461.04366339284013,-1867.0205930835846,-1.491970365528166,69,728/3750,282,91,2.0915958043187857,1.0,0.0,1,1,69,728/3750,282,91,2.0915958043187857,52.9739010989011,30.489560997764013,1,170,69,728/3750,282,91,2.0915958043187857,69,728/3750,282,91,2.0915958043187857
-446.47541417295804,460.9658734920999,-1867.0205930835846,-1.491970365528166,70,726/3750,276,75,1.983647177927196,1.0,0.0,1,1,70,726/3750,276,75,1.983647177927196,52.84159779614325,30.312622354904725,1,149,70,726/3750,276,75,1.983647177927196,70,726/3750,276,75,1.983647177927196
-452.0260470139702,465.4613834966155,-1867.0205930835846,-1.491970365528166,71,729/3750,283,84,1.988357711583376,1.0,0.0,1,1,71,729/3750,283,84,1.988357711583376,53.0960219478738,30.430096611504975,1,149,71,729/3750,283,84,1.988357711583376,71,729/3750,283,84,1.988357711583376
-443.6540654211705,461.86477709267035,-1867.0205930835846,-1.491970365528166,72,729/3750,287,81,1.9876924669370055,1.0,0.0,1,1,72,729/3750,287,81,1.9876924669370055,53.065843621399175,30.49852904110326,1,149,72,729/3750,287,81,1.9876924669370055,72,729/3750,287,81,1.9876924669370055
-445.7317839050317,464.3935533766104,-1867.0205930835846,-1.491970365528166,73,722/3750,286,66,2.0326972492039204,1.0,0.0,1,1,73,722/3750,286,66,2.0326972492039204,53.013850415512465,30.5195514623395,1,149,73,722/3750,286,66,2.0326972492039204,73,722/3750,286,66,2.0326972492039204
-444.75741682515263,462.7876354789801,-1867.0205930835846,-1.491970365528166,74,727/3750,285,73,1.9776797657832503,1.0,0.0,1,1,74,727/3750,285,73,1.9776797657832503,52.95323246217332,30.49703821061914,1,149,74,727/3750,285,73,1.9776797657832503,74,727/3750,285,73,1.9776797657832503
-445.15690927588577,464.44464740435103,-1867.0205930835846,-1.491970365528166,75,726/3750,285,92,2.1298504760488868,1.0,0.0,1,1,75,726/3750,285,92,2.1298504760488868,52.756198347107436,30.366581401076523,1,149,75,726/3750,285,92,2.1298504760488868,75,726/3750,285,92,2.1298504760488868
-443.2167176368745,466.2461514371138,-1897.6185138011676,-1.491970365528166,76,729/3750,280,87,2.1196924671530724,1.0,0.0,1,1,76,729/3750,280,87,2.1196924671530724,52.9437585733882,30.33915952959622,1,149,76,729/3750,280,87,2.1196924671530724,76,729/3750,280,87,2.1196924671530724
-441.2529156109072,462.9567237618628,-1867.0205930835846,-1.491970365528166,77,728/3750,284,76,2.046415568329394,1.0,0.0,1,1,77,728/3750,284,76,2.046415568329394,52.824175824175825,30.511560917059935,1,157,77,728/3750,284,76,2.046415568329394,77,728/3750,284,76,2.046415568329394
-438.38515630125204,463.81747758802254,-1867.0205930835846,-0.7912801752723951,78,727/3750,283,97,1.9927445566281676,1.0,0.0,1,1,78,727/3750,283,97,1.9927445566281676,52.759284731774414,30.52959586978794,1,157,78,727/3750,283,97,1.9927445566281676,78,727/3750,283,97,1.9927445566281676
-434.5299711346768,462.45152965359347,-1867.0205930835846,-0.7912801752723951,79,726/3750,283,90,2.0274842381477356,1.0,0.0,1,1,79,726/3750,283,90,2.0274842381477356,52.853994490358126,30.59430895186871,1,157,79,726/3750,283,90,2.0274842381477356,79,726/3750,283,90,2.0274842381477356
-432.1353241915164,463.80189578686475,-1867.0205930835846,-0.7912801752723951,80,731/3750,286,87,2.092323172837496,1.0,0.0,1,1,80,731/3750,286,87,2.092323172837496,53.03830369357045,30.514756751648612,1,157,80,731/3750,286,87,2.092323172837496,80,731/3750,286,87,2.092323172837496
-432.1249050193606,465.7424053425564,-1867.0205930835846,-0.7912801752723951,81,726/3750,282,86,2.0415949318557978,1.0,0.0,1,1,81,726/3750,282,86,2.0415949318557978,52.83884297520661,30.513650123188427,1,151,81,726/3750,282,86,2.0415949318557978,81,726/3750,282,86,2.0415949318557978
-432.51324758742254,466.3612946673947,-1867.0205930835846,-0.7912801752723951,82,726/3750,285,78,2.0280881775543094,1.0,0.0,1,1,82,726/3750,285,78,2.0280881775543094,52.789256198347104,30.410251737555953,1,151,82,726/3750,285,78,2.0280881775543094,82,726/3750,285,78,2.0280881775543094
-426.81974908094116,463.70701815860747,-1867.0205930835846,-0.7912801752723951,83,731/3750,283,90,2.0041041569784284,1.0,0.0,1,1,83,731/3750,283,90,2.0041041569784284,52.94801641586867,30.353684041912988,1,151,83,731/3750,283,90,2.0041041569784284,83,731/3750,283,90,2.0041041569784284
-428.26708232271307,464.8411579180318,-1867.0205930835846,-0.7912801752723951,84,733/3750,286,91,2.1111968802288175,1.0,0.0,1,1,84,733/3750,286,91,2.1111968802288175,52.941336971350616,30.378163997704725,1,151,84,733/3750,286,91,2.1111968802288175,84,733/3750,286,91,2.1111968802288175
-427.8508028808371,467.87996517820403,-1867.0205930835846,-0.7912801752723951,85,732/3750,284,90,2.0008938731625676,1.0,0.0,1,1,85,732/3750,284,90,2.0008938731625676,52.94398907103825,30.418903732808836,1,151,85,732/3750,284,90,2.0008938731625676,85,732/3750,284,90,2.0008938731625676
-421.970607856965,465.51020076496036,-1867.0205930835846,-0.7912801752723951,86,733/3750,290,83,2.0457933750003576,1.0,0.0,1,1,86,733/3750,290,83,2.0457933750003576,52.85402455661664,30.155879261964042,1,151,86,733/3750,290,83,2.0457933750003576,86,733/3750,290,83,2.0457933750003576
-421.4688643561971,465.414180689854,-1867.0205930835846,-0.7912801752723951,87,732/3750,288,81,1.9519517617300153,1.0,0.0,1,1,87,732/3750,288,81,1.9519517617300153,52.728142076502735,30.026420521517473,1,151,87,732/3750,288,81,1.9519517617300153,87,732/3750,288,81,1.9519517617300153
-422.70078701454486,466.54713591945404,-1867.0205930835846,-0.7912801752723951,88,731/3750,290,89,2.03713387157768,1.0,0.0,1,1,88,731/3750,290,89,2.03713387157768,52.77017783857729,30.20240407434279,1,151,88,731/3750,290,89,2.03713387157768,88,731/3750,290,89,2.03713387157768
-416.02806505619503,465.28584994808125,-1867.0205930835846,-0.7912801752723951,89,733/3750,284,87,1.9820053111761808,1.0,0.0,1,1,89,733/3750,284,87,1.9820053111761808,53.0450204638472,30.293010065576876,1,158,89,733/3750,284,87,1.9820053111761808,89,733/3750,284,87,1.9820053111761808
-411.9795820880544,464.6443657734936,-1867.0205930835846,-0.7912801752723951,90,731/3750,282,71,1.9213840821757913,1.0,0.0,1,1,90,731/3750,282,71,1.9213840821757913,52.87688098495212,30.455253428713675,1,158,90,731/3750,282,71,1.9213840821757913,90,731/3750,282,71,1.9213840821757913
-411.9431572709964,465.8236116374442,-1867.0205930835846,-0.7912801752723951,91,734/3750,289,78,2.0840705297887325,1.0,0.0,1,1,91,734/3750,289,78,2.0840705297887325,52.84877384196185,30.511449003528195,1,158,91,734/3750,289,78,2.0840705297887325,91,734/3750,289,78,2.0840705297887325
